sentence,chapter
"Mr. Darcy stood near them in silent indignation at such a mode of passing the evening, to the exclusion of all conversation, and was too much engrossed by his own thoughts to perceive that Sir William Lucas was his neighbour, till Sir William thus began.",6
"""What a charming amusement for young people this is, Mr.",6
"Darcy!--There is nothing like dancing after all.--I consider it as one of the first refinements of polished societies.""",6
"""Certainly, Sir;--and it has the advantage also of being in vogue amongst the less polished societies of the world.--Every savage can dance.""",6
Sir William only smiled.,6
"""Your friend performs delightfully;"" he continued after a pause, on seeing Bingley join the group;--""and I doubt not that you are an adept in the science yourself, Mr.",6
"Darcy.""",6
"""You saw me dance at Meryton, I believe, Sir.""",6
"""Yes, indeed, and received no inconsiderable pleasure from the sight.",6
Do you often dance at St.,6
"James's?""",6
"""Never, sir.""",6
"""Do you not think it would be a proper compliment to the place?""",6
"""It is a compliment which I never pay to any place if I can avoid it.""",6
"""You have a house in town, I conclude?""",6
Mr. Darcy bowed.,6
"""I had once some thoughts of fixing in town myself--for I am fond of superior society; but I did not feel quite certain that the air of London would agree with Lady Lucas.""",6
"He paused in hopes of an answer; but his companion was not disposed to make any; and Elizabeth at that instant moving towards them, he was struck with the notion of doing a very gallant thing, and called out to her,  ""My dear Miss Eliza, why are not you dancing?--Mr.",6
"Darcy, you must allow me to present this young lady to you as a very desirable partner.--You cannot refuse to dance, I am sure, when so much beauty is before you.""",6
"And taking her hand, he would have given it to Mr. Darcy, who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William,  ""Indeed, Sir, I have not the least intention of dancing.--I entreat you not to suppose that I moved this way in order to beg for a partner.""",6
Mr. Darcy with grave propriety requested to be allowed the honour of her hand; but in vain.,6
Elizabeth was determined; nor did Sir William at all shake her purpose by his attempt at persuasion.,6
"""You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour.""",6
"""Mr. Darcy is all politeness,"" said Elizabeth, smiling.",6
"""He is indeed--but considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance; for who would object to such a partner?""",6
"Elizabeth looked archly, and turned away.",6
"Her resistance had not injured her with the gentleman, and he was thinking of her with some complacency, when thus accosted by Miss Bingley,  ""I can guess the subject of your reverie.""",6
"""I should imagine not.""",6
"""You are considering how insupportable it would be to pass many evenings in this manner--in such society; and indeed I am quite of your opinion.",6
I was never more annoyed!,6
"The insipidity and yet the noise; the nothingness and yet the self-importance of all these people!--What would I give to hear your strictures on them!""",6
"""Your conjecture is totally wrong, I assure you.",6
My mind was more agreeably engaged.,6
"I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow.""",6
"Miss Bingley immediately fixed her eyes on his face, and desired he would tell her what lady had the credit of inspiring such reflections.",6
"Mr. Darcy replied with great intrepidity,  ""Miss Elizabeth Bennet.""",6
"""Miss Elizabeth Bennet!""",6
repeated Miss Bingley.,6
"""I am all astonishment.",6
"How long has she been such a favourite?--and pray when am I to wish you joy?""",6
"""That is exactly the question which I expected you to ask.",6
"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.",6
"I knew you would be wishing me joy.""",6
"""Nay, if you are so serious about it, I shall consider the matter as absolutely settled.",6
"You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.""",6
"He listened to her with perfect indifference, while she chose to entertain herself in this manner, and as his composure convinced her that all was safe, her wit flowed long.",6
"Mr. Bennet's property consisted almost entirely in an estate of two thousand a year, which, unfortunately for his daughters, was entailed in default of heirs male, on a distant relation; and their mother's fortune, though ample for her situation in life, could but ill supply the deficiency of his.",7
"Her father had been an attorney in Meryton, and had left her four thousand pounds.",7
"She had a sister married to a Mr. Philips, who had been a clerk to their father, and succeeded him in the business, and a brother settled in London in a respectable line of trade.",7
"The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt and to a milliner's shop just over the way.",7
"The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions; their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and however bare of news the country in general might be, they always contrived to learn some from their aunt.",7
